show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s5411;Movie;Savage Dog;Jesse V. Johnson;Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy;United States;November 1, 2017;2017;TV-MA;95 min;Action & Adventure, Independent Movies;A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.
s6045;Movie;That Thing Called Tadhana;Antoinette Jadaone;Angelica Panganiban, JM de Guzman;Philippines;March 7, 2019;2015;TV-MA;91 min;Dramas, International Movies, Romantic Movies;A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony.
s665;Movie;Babam ve Oğlum;Çagan Irmak;Çetin Tekindor, Fikret Kuşkan, Hümeyra, Ege Tanman, Şerif Sezer, Yetkin Dikinciler, Binnur Kaya, Mahmut Gökgöz, Nergis Çorakçi, Bilge Sen;Turkey;April 30, 2018;2005;TV-14;112 min;Dramas, International Movies;Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.
s6631;TV Show;The Magic School Bus Rides Again;NA;Kate McKinnon, Miles Koseleci-Vieira, Mikaela Blake, Gabby Clarke, Leke Maceda-Rustecki, Matthew Mintz, Lynsey Pham, Birva Pandya, Kaden Stephen, Lily Tomlin;United States;April 13, 2018;2018;TV-Y;2 Seasons;Kids' TV;Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun.
s1827;TV Show;Doomsday Preppers;NA;Michael Izquierdo;United States;March 1, 2019;2013;TV-14;1 Season;Reality TV, Science & Nature TV;This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.
s7330;Movie;Undefeated;Daniel Lindsay, T.J. Martin;Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels;United States;August 18, 2017;2011;PG-13;113 min;Documentaries, Sports Movies;An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.
s800;Movie;Becoming;Nadia Hallgren;Michelle Obama;United States;May 6, 2020;2020;PG;89 min;Documentaries;Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with "Becoming."
s248;Movie;A Very Murray Christmas;Sofia Coppola;Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix;United States;December 4, 2015;2015;TV-14;57 min;Comedies, Music & Musicals;Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.
s5872;Movie;Suffragette;Sarah Gavron;Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth;United Kingdom, France;November 16, 2019;2015;PG-13;107 min;Dramas, International Movies;At the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression.
s5954;Movie;Taal;Subhash Ghai;Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik;India;March 1, 2018;1999;TV-PG;177 min;Dramas, International Movies, Music & Musicals;Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.
s1529;Movie;Creating The Queen's Gambit;NA;NA;NA;January 8, 2021;2021;TV-14;14 min;Documentaries;A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.
s3968;TV Show;Marvel's Jessica Jones;NA;Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit;United States;June 14, 2019;2019;TV-MA;3 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.
s5311;Movie;Russell Howard: Recalibrate;Peter Orton;Russell Howard;United Kingdom;December 19, 2017;2017;TV-MA;69 min;Stand-Up Comedy;Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive.
s6396;Movie;The Girl from the Song;Ibai Abad;Lewis Rainer, Josephine Berry, Charlotte Atkinson, Charles MacGechan;Spain;November 24, 2017;2016;TV-MA;101 min;Dramas, Independent Movies, International Movies;When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself.
s1501;Movie;Cop Watchers;Ben Steele;NA;NA;August 1, 2017;2016;TV-MA;45 min;Documentaries, International Movies;Explore the stories of the citizens who seek to deter police brutality by observing and videotaping arrests made by the New York Police Department.
s4611;Movie;Omar and Salma 3;Mohamed Samy;Tamer Hosny, Mai Ezzidine, Ezzat Abou Aouf, Lamitta Frangieh;Egypt;April 25, 2019;2012;TV-MA;97 min;Comedies, International Movies, Romantic Movies;In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job.
s7603;TV Show;White Rabbit Project;NA;Tory Belleci, Kari Byron, Grant Imahara;United States;December 9, 2016;2016;TV-14;1 Season;Docuseries, International TV Shows, Reality TV;Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of "MythBusters."
s777;Movie;Be Somebody;Joshua Caldwell;Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez;United States;November 20, 2019;2016;PG;88 min;Comedies, Dramas, Romantic Movies;To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.
s1035;Movie;Bombshell;Riccardo Pilizzeri;Ande Cunningham, Mark Mitchinson, Mia Pistorius, Nathalie Boltt, Nathan Lovejoy, Colin Moy, Jay Simon, Coen Falke, Greta Gregory, Byron Coll;New Zealand;October 1, 2016;2016;TV-MA;86 min;Dramas;In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies.
s256;Movie;A Wrinkle in Time;Ava DuVernay;Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson;United States;September 25, 2018;2018;PG;110 min;Children & Family Movies;Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.
s2075;TV Show;Extreme Engagement;NA;Tim Noonan, PJ Madam;NA;July 12, 2019;2019;TV-MA;1 Season;International TV Shows, Reality TV;An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?
s7230;Movie;Triple Threat;Jesse V. Johnson, Jesse Johnson;Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg;Thailand, China, United States;June 22, 2019;2019;R;96 min;Action & Adventure, International Movies;A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.
s2346;Movie;Game Over, Man!;Kyle Newacheck;Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf;United States;March 23, 2018;2018;TV-MA;102 min;Action & Adventure, Comedies;Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
s2260;Movie;Frank & Lola;Matthew Ross;Michael Shannon, Imogen Poots, Michael Nyqvist, Justin Long, Stella Schnabel, Rosanna Arquette, Emmanuelle Devos;United States;March 1, 2020;2016;TV-MA;87 min;Dramas, Thrillers;A talented Las Vegas chef falls in love with an aspiring fashion designer but turns violently jealous when he realizes that she's hiding dark secrets.
s7681;Movie;Wyatt Cenac: Brooklyn;Wyatt Cenac;Wyatt Cenac;United States;October 21, 2014;2014;TV-MA;68 min;Stand-Up Comedy;Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.
s7005;Movie;The Witch Files;Kyle Rankin;Holly Taylor, Alice Ziolkoski, Britt Flatmo, Paget Brewster, Tara Robinson, Adrienne Rose White, Greg Finley, Valerie Mahaffey, Jared Boghosian, William Bornkessel;United States;February 1, 2019;2018;TV-14;88 min;Horror Movies, Thrillers;A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences.
s6000;Movie;Tayo the Little Bus Movie: Mission Ace;Ryu Jung-woo;Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon;United States;July 1, 2019;2016;TV-Y7;48 min;Children & Family Movies;After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away.
s3433;Movie;Koi Aap Sa;Partho Mitra;Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta;India;May 31, 2019;2006;TV-14;135 min;Comedies, International Movies, Music & Musicals;Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.
s411;Movie;All Good Ones Get Away;Víctor García;Claire Forlani, Jake Abel, Titus Welliver, Melina Matthews;Spain, Italy;July 30, 2019;2019;TV-MA;83 min;International Movies, Thrillers;When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.
s5020;Movie;Q Ball;Michael Tolajian;NA;United States;March 11, 2020;2019;TV-MA;96 min;Documentaries, Sports Movies;At San Quentin State Prison, hardened convicts take their shots at redemption while navigating personal struggles by bonding through basketball.
s3253;TV Show;Just You;NA;Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin;Taiwan;November 1, 2016;2013;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.
s2003;Movie;End of Watch;David Ayer;Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara;United States;November 23, 2019;2012;R;109 min;Action & Adventure;Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.
s2184;Movie;First Kiss;Roy Poortmans;Vajèn van den Bosch, Buddy Vedder, Leontine Borsato, Caroline de Bruijn, Stijn Fransen, Marije Zuurveld;Netherlands;October 1, 2019;2018;TV-14;90 min;Dramas, International Movies, Romantic Movies;A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.
s7511;Movie;We the Animals;Jeremiah Zagar;Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley;United States;February 11, 2019;2018;R;93 min;Dramas, Independent Movies;A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.
s7575;Movie;What's Your Raashee?;Ashutosh Gowariker;Harman Baweja, Priyanka Chopra, Manju Singh, Anjan Srivastav, Darshan Jariwala, Dilip Joshi, Vishwa Badola, Rajesh Vivek, Daya Shankar Pandey, Yuri Suri;India;August 15, 2020;2009;TV-PG;203 min;Comedies, International Movies, Music & Musicals;To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.
s2623;Movie;Hard Lessons;Eric Laneuville;Denzel Washington, Lynn Whitfield, Richard Masur, Akosua Busia;United States;October 1, 2011;1986;TV-14;94 min;Dramas;This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.
s7261;TV Show;Tuca & Bertie;NA;Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts;United States;May 3, 2019;2019;TV-MA;1 Season;TV Comedies;Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.
s6418;TV Show;The Great British Baking Show: Masterclass;NA;Mary Berry, Paul Hollywood;United Kingdom;December 1, 2018;2018;TV-PG;4 Seasons;British TV Shows, Reality TV;Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.
s4434;TV Show;Nature's Great Race;NA;Liz Bonnin;United Kingdom;October 1, 2017;2016;TV-PG;1 Season;British TV Shows, Docuseries, Science & Nature TV;Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys.
s5258;Movie;Roll Red Roll;Nancy Schwartzman;NA;United States;August 8, 2019;2018;TV-MA;80 min;Documentaries;This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight.
s2503;Movie;Gosford Park;Robert Altman;Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby;United States, United Kingdom, Italy;November 1, 2019;2001;R;137 min;Comedies, Dramas, International Movies;In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.
s510;Movie;Andhaghaaram;V Vignarajan;Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath;NA;November 24, 2020;2020;TV-14;171 min;Horror Movies, International Movies, Thrillers;As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.
s7029;Movie;The Young Offenders;Peter Foott;Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale, P.J. Gallagher, Shane Casey, Pascal Scott, Michael Sands, Ciaran Bermingham;Ireland;March 9, 2017;2016;TV-MA;83 min;Comedies, International Movies;Never ones to think things through, two Irish teens steal bicycles and set off to the coast to find a bale of cocaine from a smuggler’s capsized ship.
s5607;Movie;Silent Hill: Revelation;M.J. Bassett;Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington;Canada, France, United States;December 13, 2019;2012;R;94 min;Horror Movies;Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity.
s4669;TV Show;Operation Gold Rush;NA;Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson;United Kingdom;February 1, 2019;2016;TV-14;1 Season;British TV Shows, Reality TV;A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
s7081;Movie;Tig;Kristina Goolsby, Ashley York;Tig Notaro;United States;July 17, 2015;2015;TV-14;92 min;Documentaries, Stand-Up Comedy;Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.
s2735;Movie;High Strung Free Dance;Michael Damian;Juliet Doherty, Thomas Doherty, Jane Seymour, Harry Jarvis, Joshua Sinclair-Evans, Ace Bhatti, Desmond Richardson, Kika Markham;Romania, United States;May 31, 2020;2019;TV-14;104 min;Dramas, Music & Musicals, Romantic Movies;A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.
s3000;TV Show;Ingress: The Animation;NA;Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata;Japan;April 30, 2019;2018;TV-MA;1 Season;Anime Series, Crime TV Shows, International TV Shows;After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.
s5091;Movie;Raman Raghav 2.0;Anurag Kashyap;Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave;India;November 19, 2020;2016;TV-MA;133 min;International Movies, Thrillers;A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.
s7298;Movie;Udta Punjab;Abhishek Chaubey;Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj;India;January 1, 2017;2016;TV-MA;146 min;Dramas, International Movies;Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star.
s7606;TV Show;Who Killed Little Gregory?;NA;NA;France;November 20, 2019;2019;TV-MA;1 Season;Crime TV Shows, Docuseries, International TV Shows;When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.
s3501;Movie;LA Originals;NA;NA;United States, Argentina;April 10, 2020;2020;TV-MA;92 min;Documentaries, Music & Musicals;Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.
s3436;Movie;Komola Rocket;Noor Imran Mithu;Tauquir Ahmed, Mosharraf Karim, Joyraj, Samia Said, Dominic Gomez;Bangladesh;January 7, 2019;2018;TV-14;95 min;Dramas, Independent Movies, International Movies;As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed.
s7775;Movie;Zodiac;David Fincher;Mark Ruffalo, Jake Gyllenhaal, Robert Downey Jr., Anthony Edwards, Brian Cox, Elias Koteas, Donal Logue, John Carroll Lynch, Dermot Mulroney, Chloë Sevigny;United States;November 20, 2019;2007;R;158 min;Cult Movies, Dramas, Thrillers;A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.
s92;Movie;26 Years;Geun-hyun Cho;Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min;South Korea;October 1, 2017;2012;TV-MA;135 min;Dramas, International Movies, Thrillers;Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.
s1548;Movie;Crouching Tiger, Hidden Dragon: Sword of Destiny;Yuen Wo-Ping;Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon;China, United States;February 26, 2016;2016;PG-13;101 min;Action & Adventure, Romantic Movies;Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.
s5775;Movie;Spy Kids 2: The Island of Lost Dreams;Robert Rodriguez;Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Steve Buscemi, Mike Judge, Danny Trejo, Cheech Marin, Matt O'Leary, Emily Osment, Ricardo Montalban, Holland Taylor, Alan Cumming;United States;March 8, 2019;2002;PG;100 min;Children & Family Movies, Comedies;Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist.
s5187;TV Show;Revolting Rhymes;Jani Lachauer, Jakob Schuh;Rob Brydon, Bertie Carvel, Gemma Chan, Dominic West, Isaac Hempstead Wright, Bel Powley, Tamsin Greig, Rose Leslie, David Walliams;United Kingdom;February 1, 2018;2017;TV-PG;1 Season;British TV Shows, Kids' TV;Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
s3360;Movie;Khosla Ka Ghosla;Dibakar Banerjee;Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Nitish Pandey;India;August 2, 2018;2006;TV-14;124 min;Comedies, Dramas, International Movies;A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
s1678;Movie;Dedemin Fisi;Meltem Bozoflu;Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak;Turkey;March 10, 2017;2016;TV-14;101 min;Comedies, International Movies;When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.
s3742;TV Show;Love & Anarchy;NA;Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer;Sweden;November 4, 2020;2020;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.
s401;Movie;Aliens Ate My Homework;Sean McNamara;William Shatner, Dan Payne, Kirsten Robek, Ty Consiglio, Sean McNamara, Christian Convery, Jayden Greig, Lauren McNamara, Alex Zahara, Sandy Robson;United States;March 6, 2018;2018;PG;90 min;Children & Family Movies, Comedies, Sci-Fi & Fantasy;Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.
s260;TV Show;A.D. Kingdom and Empire;NA;Juan Pablo Di Pace, Adam Levy, Chipo Chung, Babou Ceesay, Emmett Scanlan, Will Thorp, Richard Coyle, Vincent Regan, Greta Scacchi, James Callis, Joanne Whalley, Jodhi May, Chris Brazier, Fraser Ayres, Jóhannes Haukur Jóhannesson, Ken Bones, Kenneth Collard;United States;December 15, 2017;2015;TV-14;1 Season;TV Dramas;In the wake of Jesus Christ's crucifixion, his apostles dedicate themselves to spreading his message, risking their freedom and their lives.
s7332;TV Show;Under Arrest;Dan Forrer;NA;United States;February 1, 2018;2016;TV-MA;8 Seasons;Crime TV Shows, Docuseries, International TV Shows;Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series.
s272;Movie;Aarakshan;Prakash Jha;Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari;India;December 31, 2019;2011;TV-14;164 min;Dramas, International Movies;The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.
s4039;Movie;Merata: How Mum Decolonised the Screen;Hepi Mita;Hepi Mita;New Zealand;May 12, 2019;2018;TV-14;88 min;Documentaries;New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
s4361;Movie;My Suicide;David Lee Miller;Gabriel Sunday, David Carradine, Mariel Hemingway, Brooke Nevin, Nora Dunn, Michael Welch, Zachary Ray Sherman, Vanessa Lengies, Tony Hale, Joe Mantegna;United States;October 1, 2018;2009;TV-MA;111 min;Comedies, Dramas, Independent Movies;After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family.
s4574;Movie;Oddbods: The Festive Menace;NA;Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi;NA;December 1, 2018;2018;TV-Y;23 min;Movies;In this "Oddbods" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season.
s542;Movie;Anon;Andrew Niccol;Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares;United Kingdom, Canada, United States, Germany;May 4, 2018;2018;TV-MA;100 min;Dramas, Sci-Fi & Fantasy, Thrillers;In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.
s3891;Movie;Malicious;Michael Winnick;Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson;United States;February 1, 2019;2018;TV-MA;91 min;Horror Movies;After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.
s1577;Movie;Dad Wanted;Javier Colinas;Natalia Coronado, Juan Pablo Medina, Silvia Navarro, Roberto Quijano, Victoria Viera, Arantxa Servín, Aleyda Gallardo, Joaquín Emanuel, Abril Michel, Omar Fierro, Luis Ernesto Franco, Patricia Reyes Spíndola, Rodrigo Murray, Luis Arrieta, Alberto Guerra, Moisés Arizmendi, David Fridman, Martha Claudia Moreno, Ela Velden, Gonzalo García Vivanco, Mauricio Argüelles, César Rodríguez;Mexico;September 11, 2020;2020;TV-14;103 min;Children & Family Movies, Comedies, Dramas;What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.
s5754;Movie;Spider-Man 3;Sam Raimi;Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks;United States;November 1, 2019;2007;PG-13;139 min;Action & Adventure, Sci-Fi & Fantasy;The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.
s5127;TV Show;Reboot: The Guardian Code;NA;Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara;Canada;September 28, 2018;2018;TV-Y7;2 Seasons;Kids' TV;Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.
s2970;Movie;In Search of Fellini;Taron Lexton;Ksenia Solo, Mary Lynn Rajskub, Maria Bello, Enrico Oetiker, Paolo Bernardini, Beth Riesgraf, David O'Donnell, Nancy Cartwright, Bruno Zanin, Michael Wiseman, Andrea Osvárt;United States;March 19, 2018;2017;R;103 min;Action & Adventure, Dramas;A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.
s5757;TV Show;Spirit Riding Free: Pony Tales;NA;Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Gabriella Graves, Duncan Joiner, Nolan North;United States;October 18, 2019;2019;TV-Y7;2 Seasons;Kids' TV;Find the fun and adventure of "Spirit Riding Free" in this mix of music videos and short episodes featuring Lucky and all of her friends!
s1567;TV Show;Dérè: An African Tale;NA;Weruche Opia, Gbenro Ajibade, Ireti Doyle, Keppy Ekpenyong, Carol King, Shaffy Bello, Tosan Edremoda Ugbeye, Nina Iphechukwude Anyianuka, Pearl Nkiru Waturuocha, Emmanuel Ikubese, Omowunmi Dada, Paul Adams, Charles Ukpong, Monica Friday, Kevin Ushi;NA;August 15, 2020;2016;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;After experiencing a tragic loss, a woman must resist a new family dynamic that could control the future of her father's company and her life.
